Time ;depth, cm;Flow up, (Hz);Flow down, (Hz);..;
point;9.00;1252.00;0.00;0.00;280431.000000
point;9.00;1252.00;0.00;0.00;280431.000000
point;9.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;10.00;1252.00;0.00;0.00;280431.000000
point;11.00;1252.00;0.00;0.00;280431.000000
point;11.00;1252.00;0.00;0.00;280431.000000
point;11.00;1252.00;0.00;0.00;280431.000000
point;11.00;1252.00;0.00;0.00;280431.000000
point;11.00;1252.00;0.00;0.00;280431.000000
point;11.00;1252.00;0.00;0.00;280431.000000
point;11.00;1252.00;0.00;0.00;280431.000000
point;11.00;1252.00;0.00;0.00;280431.000000
point;11.00;1252.00;0.00;0.00;280431.000000
point;11.00;1252.00;0.00;0.00;280431.000000
point;11.00;1252.00;0.00;0.00;280431.000000
point;11.00;1252.00;0.00;0.00;280431.000000
point;11.00;1252.00;0.00;0.00;280431.000000
point;11.00;1252.00;0.00;0.00;280431.000000
point;11.00;1252.00;0.00;0.00;280431.000000
point;11.00;1252.00;0.00;0.00;280431.000000
point;0.00;1203.00;0.00;1.37;279475.000000
point;0.00;1203.00;0.00;1.37;279475.000000
point;0.00;1203.00;0.00;1.37;279475.000000
point;0.00;1203.00;0.00;1.37;279475.000000
point;0.00;1203.00;0.00;1.37;279475.000000
point;0.00;1203.00;0.00;1.37;279475.000000
point;0.00;1203.00;0.00;1.37;279475.000000
point;0.00;1203.00;0.00;1.37;279475.000000
point;0.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;1.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;2.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;3.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;4.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;5.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;1.37;279475.000000
point;6.00;1203.00;0.00;0.00;279475.000000
point;6.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;7.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;8.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;9.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;10.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;11.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;12.00;1203.00;0.00;0.00;279475.000000
point;13.00;1203.00;0.00;0.00;279475.000000
point;13.00;1203.00;0.00;0.00;279475.000000
point;13.00;1203.00;0.00;0.00;279475.000000
point;13.00;1203.00;0.00;0.00;279475.000000
point;13.00;1203.00;0.00;0.00;279475.000000
point;13.00;1203.00;0.00;0.00;279475.000000
point;13.00;1203.00;0.00;0.00;279475.000000
point;13.00;1203.00;0.00;0.00;279475.000000
point;13.00;1203.00;0.00;0.00;279475.000000
point;13.00;1203.00;0.00;0.00;279475.000000
point;13.00;1203.00;0.00;0.00;279475.000000
point;13.00;1203.00;0.00;0.00;279475.000000
point;13.00;1203.00;0.00;0.00;279475.000000
point;13.00;1203.00;0.00;0.00;279475.000000
point;13.00;1203.00;0.00;0.00;279475.000000
point;0.00;1150.00;0.00;1.41;280994.000000
point;0.00;1150.00;0.00;0.00;280994.000000
point;0.00;1150.00;0.00;0.00;280994.000000
point;0.00;1150.00;0.00;0.00;280994.000000
point;0.00;1150.00;0.00;0.00;280994.000000
point;0.00;1150.00;0.00;0.00;280994.000000
point;0.00;1150.00;0.00;0.00;280994.000000
point;0.00;1150.00;0.00;0.00;280994.000000
point;0.00;1150.00;0.00;0.00;280994.000000
point;0.00;1150.00;0.00;0.00;280994.000000
point;0.00;1150.00;0.00;0.00;280994.000000
point;0.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;1.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;2.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;3.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;4.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;5.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;6.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;7.00;1150.00;0.00;0.00;280994.000000
point;8.00;1150.00;0.00;0.00;280994.000000
point;8.00;1150.00;0.00;0.00;280994.000000
point;8.00;1150.00;0.00;0.00;280994.000000
point;8.00;1150.00;0.00;0.00;280994.000000
point;8.00;1150.00;0.00;0.00;280994.000000
point;8.00;1150.00;0.00;0.00;280994.000000
point;0.00;1100.00;0.00;0.00;377064.000000
point;0.00;1100.00;0.00;0.00;377064.000000
point;0.00;1100.00;0.00;0.00;377064.000000
point;0.00;1100.00;0.00;0.00;377064.000000
point;0.00;1100.00;0.00;0.00;377064.000000
point;0.00;1100.00;0.00;0.00;377064.000000
point;0.00;1100.00;0.00;0.00;377064.000000
point;0.00;1100.00;0.00;0.00;377064.000000
point;1.00;1100.00;0.00;0.00;377064.000000
point;1.00;1100.00;0.00;0.00;377064.000000
point;1.00;1100.00;0.00;0.00;377064.000000
point;1.00;1100.00;0.00;0.00;377064.000000
point;1.00;1100.00;0.00;0.00;377064.000000
point;1.00;1100.00;0.00;0.00;377064.000000
point;1.00;1100.00;0.00;0.00;377064.000000
point;1.00;1100.00;0.00;0.00;377064.000000
point;1.00;1100.00;0.00;0.00;377064.000000
point;1.00;1100.00;0.00;0.00;377064.000000
point;1.00;1100.00;0.00;0.00;377064.000000
point;1.00;1100.00;0.00;0.00;377064.000000
point;1.00;1100.00;0.00;0.00;377064.000000
